timestamp_utc,ws_40m,ws_60m,wd_58m,temp_2m,rh_2m
2020-03-10T12:00,5.75,6.26,38,1.1,65
2020-03-10T13:00,4.52,4.78,34,0.6,62
2020-03-10T14:00,4.00,4.34,21,0.8,60
2020-03-10T15:00,3.61,3.99,11,0.8,64
2020-03-10T16:00,2.43,2.62,16,0.7,59
2020-03-10T17:00,2.41,2.66,8,-0.8,66
2020-03-10T18:00,2.55,2.70,14,-1.0,69
2020-03-10T19:00,3.17,3.51,20,-1.5,66
2020-03-10T20:00,3.27,3.76,14,-2.2,59
2020-03-10T21:00,5.47,6.19,18,-2.9,60
2020-03-10T22:00,6.14,6.76,11,-4.0,58
2020-03-10T23:00,8.54,9.48,26,-3.7,64
2020-03-11T00:00,8.71,9.47,25,-3.8,61
2020-03-11T01:00,8.06,8.55,10,-3.9,56
2020-03-11T02:00,7.80,8.53,11,-5.2,62
2020-03-11T03:00,8.16,8.58,18,-5.6,68
2020-03-11T04:00,5.55,6.23,29,-5.3,65
2020-03-11T05:00,4.59,5.00,38,-5.9,71
2020-03-11T06:00,6.56,7.10,48,-5.5,67
2020-03-11T07:00,5.66,6.31,65,-5.0,67
2020-03-11T08:00,6.17,6.57,64,-4.0,61
2020-03-11T09:00,5.82,6.21,47,-2.4,64
2020-03-11T10:00,8.27,9.17,161,-2.4,58
2020-03-11T11:00,6.71,7.30,131,-0.7,74
2020-03-11T12:00,9.18,9.98,212,-0.1,86
2020-03-11T13:00,9.63,10.57,222,-0.8,78
2020-03-11T14:00,7.33,8.25,198,-0.5,80
2020-03-11T15:00,9.52,10.88,210,0.5,80
2020-03-11T16:00,7.86,8.74,191,-0.4,78
2020-03-11T17:00,5.38,5.68,59,-0.9,81
2020-03-11T18:00,4.58,4.97,52,-1.4,83
2020-03-11T19:00,4.50,4.99,50,-1.3,83
2020-03-11T20:00,4.89,5.36,157,-1.8,82
2020-03-11T21:00,4.67,5.22,202,-2.9,71
2020-03-11T22:00,4.55,5.08,214,-4.0,68
2020-03-11T23:00,3.86,4.46,210,-4.1,66
2020-03-12T00:00,3.45,3.95,207,-4.7,65
2020-03-12T01:00,2.19,2.62,110,-4.2,65
2020-03-12T02:00,3.22,3.62,56,-3.9,75
2020-03-12T03:00,2.35,2.63,50,-4.2,69
2020-03-12T04:00,2.90,3.28,52,-4.1,78
2020-03-12T05:00,3.65,3.89,27,-4.2,78
2020-03-12T06:00,2.78,3.01,19,-4.4,77
2020-03-12T07:00,3.13,3.51,15,-3.2,79
2020-03-12T08:00,4.01,4.53,30,-2.9,76
2020-03-12T09:00,5.02,5.61,26,-1.2,62
2020-03-12T10:00,3.05,3.22,37,0.1,60
2020-03-12T11:00,3.01,3.44,39,1.0,69
2020-03-12T12:00,5.15,5.67,25,1.2,67
2020-03-12T13:00,5.10,5.30,40,2.4,60
2020-03-12T14:00,6.60,6.91,20,4.3,61
2020-03-12T15:00,5.49,5.94,30,4.9,48
2020-03-12T16:00,6.45,6.78,33,4.3,48
2020-03-12T17:00,8.77,9.33,39,4.4,53
2020-03-12T18:00,9.07,9.67,64,4.1,51
2020-03-12T19:00,7.05,7.62,43,3.3,55
2020-03-12T20:00,5.95,6.50,34,3.1,51
2020-03-12T21:00,5.56,5.93,19,2.6,59
2020-03-12T22:00,5.61,6.13,22,1.0,59
2020-03-12T23:00,3.78,4.22,15,0.5,71
2020-03-13T00:00,4.35,4.83,16,-1.0,79
2020-03-13T01:00,4.24,4.84,21,-0.1,79
2020-03-13T02:00,4.57,5.05,24,-0.7,75
2020-03-13T03:00,4.49,5.08,29,-0.9,75
2020-03-13T04:00,5.11,5.93,20,-0.5,72
2020-03-13T05:00,6.92,7.77,22,0.0,79
2020-03-13T06:00,8.62,9.52,24,0.5,84
2020-03-13T07:00,6.01,6.61,26,0.0,89
2020-03-13T08:00,4.51,5.01,36,1.5,83
2020-03-13T09:00,5.39,6.12,30,1.5,90
2020-03-13T10:00,5.00,5.45,46,1.7,84
2020-03-13T11:00,5.25,5.71,41,2.4,79
2020-03-13T12:00,6.57,7.30,116,1.9,82
2020-03-13T13:00,5.98,6.76,64,2.1,79
2020-03-13T14:00,4.43,5.19,92,2.4,71
2020-03-13T15:00,5.65,6.28,57,2.2,76
2020-03-13T16:00,4.95,5.33,58,2.4,73
2020-03-13T17:00,4.20,4.48,50,2.5,71
2020-03-13T18:00,5.72,6.58,57,0.9,73
2020-03-13T19:00,4.76,5.10,49,0.4,76
2020-03-13T20:00,4.54,4.80,56,-0.8,77
2020-03-13T21:00,5.34,5.68,170,-1.0,89
2020-03-13T22:00,4.34,4.83,217,-0.9,82
2020-03-13T23:00,3.30,3.51,228,-0.5,73
2020-03-14T00:00,4.06,4.46,225,-1.3,73
2020-03-14T01:00,3.48,3.82,221,-1.2,70
2020-03-14T02:00,4.45,4.86,202,-1.3,75
2020-03-14T03:00,4.39,4.68,165,-2.0,71
2020-03-14T04:00,3.89,4.50,52,-1.5,75
2020-03-14T05:00,5.43,5.78,64,-1.9,73
2020-03-14T06:00,6.12,6.93,63,-2.7,70
2020-03-14T07:00,6.57,7.22,59,-1.7,68
2020-03-14T08:00,5.13,5.64,79,-1.3,71
2020-03-14T09:00,4.75,5.35,94,-1.0,75
2020-03-14T10:00,5.28,5.94,68,0.3,72
2020-03-14T11:00,3.87,4.17,37,1.5,76
2020-03-14T12:00,2.94,3.11,40,1.5,77
2020-03-14T13:00,3.91,4.29,48,1.7,81
2020-03-14T14:00,3.47,3.97,43,2.2,73
2020-03-14T15:00,3.55,3.84,51,3.4,72
2020-03-14T16:00,4.15,4.57,39,2.2,73
2020-03-14T17:00,4.25,4.76,42,1.7,73
2020-03-14T18:00,4.92,5.08,48,2.1,71
2020-03-14T19:00,4.45,4.72,38,0.8,66
2020-03-14T20:00,3.59,4.06,55,0.6,69
2020-03-14T21:00,5.29,5.76,81,-0.3,65
2020-03-14T22:00,5.02,5.30,222,-1.6,62
2020-03-14T23:00,4.40,4.76,215,-2.5,60
2020-03-15T00:00,4.73,5.21,219,-3.9,55
2020-03-15T01:00,3.52,4.10,190,-4.2,53
2020-03-15T02:00,3.79,4.26,148,-5.8,56
2020-03-15T03:00,3.41,3.84,202,-6.6,56
2020-03-15T04:00,2.41,2.64,213,-6.0,64
2020-03-15T05:00,2.72,3.16,42,-4.6,54
2020-03-15T06:00,3.57,4.00,30,-5.1,61
2020-03-15T07:00,3.40,3.70,58,-4.3,63
2020-03-15T08:00,3.27,3.62,107,-2.9,61
2020-03-15T09:00,4.14,4.35,139,-1.8,52
2020-03-15T10:00,6.63,7.03,195,-1.3,51
2020-03-15T11:00,5.08,5.51,90,-0.1,51
2020-03-15T12:00,7.32,7.48,165,0.1,67
2020-03-15T13:00,6.08,6.25,55,-1.0,65
2020-03-15T14:00,6.53,6.63,47,0.6,76
2020-03-15T15:00,6.67,7.26,47,1.8,74
2020-03-15T16:00,5.06,5.53,49,2.1,72
2020-03-15T17:00,8.23,8.93,120,1.7,70
2020-03-15T18:00,7.38,8.27,59,1.5,78
2020-03-15T19:00,6.51,6.90,53,1.1,81
2020-03-15T20:00,7.04,7.61,38,-0.0,87
2020-03-15T21:00,9.69,10.30,53,-1.9,88
2020-03-15T22:00,7.56,8.31,57,-2.6,76
2020-03-15T23:00,8.76,9.42,192,-3.8,75
2020-03-16T00:00,6.74,7.18,60,-3.8,81
2020-03-16T01:00,6.47,6.94,58,-3.4,80
2020-03-16T02:00,6.55,7.01,52,-3.7,80
2020-03-16T03:00,7.75,8.66,49,-2.8,77
2020-03-16T04:00,6.62,7.03,68,-1.5,79
2020-03-16T05:00,6.43,6.96,49,-1.2,85
2020-03-16T06:00,8.70,9.35,61,-0.1,87
2020-03-16T07:00,10.01,10.69,151,0.7,92
2020-03-16T08:00,8.65,8.94,218,0.9,98
2020-03-16T09:00,8.38,8.78,80,1.6,88
2020-03-16T10:00,6.42,7.06,56,2.3,81
2020-03-16T11:00,4.44,4.79,52,2.0,82
2020-03-16T12:00,3.14,3.32,48,1.8,79
2020-03-16T13:00,2.71,2.83,54,3.0,81
2020-03-16T14:00,3.72,4.14,49,4.5,83
2020-03-16T15:00,2.32,2.58,96,4.8,93
2020-03-16T16:00,4.69,5.12,211,4.3,95
2020-03-16T17:00,3.37,3.66,124,4.6,99
2020-03-16T18:00,4.80,5.20,153,5.3,93
2020-03-16T19:00,6.89,7.04,220,4.3,85
2020-03-16T20:00,4.64,5.11,99,2.9,92
2020-03-16T21:00,3.67,4.01,44,1.0,98
2020-03-16T22:00,3.95,4.13,34,0.7,100
2020-03-16T23:00,4.83,5.00,35,0.5,100
2020-03-17T00:00,2.94,3.03,18,-0.5,100
2020-03-17T01:00,3.81,4.21,22,-1.8,100
2020-03-17T02:00,3.94,4.29,29,-0.8,100
2020-03-17T03:00,2.84,3.15,21,-0.1,100
2020-03-17T04:00,2.00,2.32,25,0.5,100
2020-03-17T05:00,1.98,2.28,29,0.7,100
2020-03-17T06:00,2.64,2.98,16,0.7,100
2020-03-17T07:00,2.22,2.48,15,2.8,95
2020-03-17T08:00,2.83,3.12,22,3.2,86
2020-03-17T09:00,3.83,4.02,23,3.5,91
2020-03-17T10:00,3.08,3.32,31,6.6,89
2020-03-17T11:00,2.70,2.84,16,6.1,85
2020-03-17T12:00,2.64,2.60,26,6.4,86
2020-03-17T13:00,1.80,1.84,17,7.4,88
2020-03-17T14:00,1.47,1.57,30,7.5,85
2020-03-17T15:00,1.54,1.50,40,7.6,81
2020-03-17T16:00,2.20,2.51,53,7.2,86
2020-03-17T17:00,1.76,1.88,52,6.6,92
2020-03-17T18:00,2.68,2.90,51,6.5,92
2020-03-17T19:00,4.07,4.21,53,5.7,89
2020-03-17T20:00,3.89,4.18,42,3.4,97
2020-03-17T21:00,3.19,3.62,57,1.2,81
2020-03-17T22:00,4.07,4.53,36,1.2,83
2020-03-17T23:00,4.59,5.01,35,1.6,84
2020-03-18T00:00,6.08,6.68,45,1.4,85
2020-03-18T01:00,5.73,6.23,41,1.0,89
2020-03-18T02:00,6.63,7.28,39,0.8,84
2020-03-18T03:00,6.25,7.12,39,-0.2,88
2020-03-18T04:00,4.91,5.46,32,-2.3,85
2020-03-18T05:00,3.32,3.60,33,-1.2,94
2020-03-18T06:00,5.06,5.78,53,-1.0,96
2020-03-18T07:00,8.48,9.12,195,0.7,84
2020-03-18T08:00,5.30,5.55,64,1.1,86
2020-03-18T09:00,4.64,5.10,84,1.4,88
2020-03-18T10:00,5.86,6.34,207,3.1,96
2020-03-18T11:00,5.04,5.29,159,3.7,86
2020-03-18T12:00,6.34,6.84,217,5.2,78
2020-03-18T13:00,4.64,5.25,46,6.1,79
2020-03-18T14:00,4.07,4.57,63,8.7,77
2020-03-18T15:00,5.71,6.46,60,8.5,79
2020-03-18T16:00,6.38,7.18,58,9.1,79
2020-03-18T17:00,5.37,6.34,53,7.8,76
2020-03-18T18:00,5.92,6.52,139,7.0,76
2020-03-18T19:00,4.98,5.68,88,5.9,72
2020-03-18T20:00,4.26,4.77,50,5.1,67
2020-03-18T21:00,5.84,6.22,36,4.8,58
2020-03-18T22:00,5.60,6.30,32,4.3,53
2020-03-18T23:00,6.53,7.59,23,4.4,52
2020-03-19T00:00,4.40,4.94,23,4.1,56
2020-03-19T01:00,3.72,4.19,22,2.4,60
2020-03-19T02:00,4.09,4.58,15,2.4,65
2020-03-19T03:00,4.04,4.60,22,3.2,70
2020-03-19T04:00,4.40,4.91,18,1.9,77
2020-03-19T05:00,3.22,3.66,23,1.5,81
2020-03-19T06:00,3.11,3.41,15,2.0,84
2020-03-19T07:00,4.89,5.44,21,4.3,90
2020-03-19T08:00,4.92,5.46,22,3.9,91
2020-03-19T09:00,2.82,3.03,34,4.5,83
2020-03-19T10:00,2.59,2.95,26,5.7,86
2020-03-19T11:00,3.72,4.21,28,7.4,78
2020-03-19T12:00,3.75,4.01,33,7.7,76
2020-03-19T13:00,2.82,3.18,37,7.7,76
2020-03-19T14:00,2.14,2.24,45,8.8,88
2020-03-19T15:00,3.54,3.90,153,9.8,89
2020-03-19T16:00,4.58,5.05,157,10.8,87
2020-03-19T17:00,3.38,3.54,205,10.0,92
2020-03-19T18:00,2.58,2.91,189,9.7,92
2020-03-19T19:00,1.30,1.40,67,9.2,91
2020-03-19T20:00,1.89,2.09,61,6.9,85
2020-03-19T21:00,3.22,3.33,92,6.7,82
2020-03-19T22:00,3.06,3.34,211,3.6,75
2020-03-19T23:00,2.90,3.02,207,3.3,72
2020-03-20T00:00,4.31,4.63,212,2.5,79
2020-03-20T01:00,3.94,4.34,193,-0.2,84
2020-03-20T02:00,3.22,3.44,227,-1.2,89
2020-03-20T03:00,4.27,4.50,211,-1.6,91
2020-03-20T04:00,3.94,4.03,219,-1.8,91
2020-03-20T05:00,4.66,5.12,223,-0.9,92
2020-03-20T06:00,5.52,5.97,216,-0.7,83
2020-03-20T07:00,5.12,5.75,217,0.5,86
2020-03-20T08:00,4.02,4.58,166,1.6,88
2020-03-20T09:00,2.99,3.36,125,2.0,92
2020-03-20T10:00,5.30,5.77,203,3.4,97
2020-03-20T11:00,3.02,3.24,36,4.6,94
2020-03-20T12:00,3.61,3.98,24,5.5,91
2020-03-20T13:00,3.27,3.50,28,5.5,98
2020-03-20T14:00,4.61,4.91,18,6.3,91
2020-03-20T15:00,5.98,6.27,14,5.9,95
2020-03-20T16:00,3.78,4.13,19,5.6,98
2020-03-20T17:00,3.58,4.03,11,5.2,99
2020-03-20T18:00,2.66,2.92,17,5.0,100
2020-03-20T19:00,1.99,2.28,19,3.6,97
2020-03-20T20:00,1.88,1.94,19,2.9,100
2020-03-20T21:00,2.64,2.95,8,3.1,95
2020-03-20T22:00,1.69,1.82,12,2.9,96
2020-03-20T23:00,1.94,2.20,7,2.3,98
2020-03-21T00:00,1.81,2.05,10,1.6,96
2020-03-21T01:00,2.27,2.66,8,2.3,88
2020-03-21T02:00,2.08,2.28,4,2.3,87
2020-03-21T03:00,3.97,4.51,4,2.2,90
2020-03-21T04:00,4.89,5.54,5,2.0,85
2020-03-21T05:00,5.62,6.08,356,1.4,89
2020-03-21T06:00,5.58,6.29,5,1.2,78
2020-03-21T07:00,7.61,8.33,359,1.4,69
2020-03-21T08:00,7.19,8.13,4,2.3,68
2020-03-21T09:00,7.18,8.09,1,2.8,69
2020-03-21T10:00,7.89,8.44,2,3.3,74
2020-03-21T11:00,9.22,9.45,357,2.8,73
2020-03-21T12:00,8.09,8.58,0,3.3,78
2020-03-21T13:00,8.15,8.80,11,4.0,70
2020-03-21T14:00,7.58,8.19,4,4.2,78
2020-03-21T15:00,8.25,9.07,357,4.3,80
2020-03-21T16:00,6.46,7.18,10,4.1,70
2020-03-21T17:00,4.52,5.02,6,3.6,71
2020-03-21T18:00,5.37,5.77,11,4.2,82
2020-03-21T19:00,5.88,6.12,2,3.9,86
2020-03-21T20:00,5.81,6.30,9,3.5,80
2020-03-21T21:00,4.51,4.70,15,2.4,80
2020-03-21T22:00,4.28,4.55,12,0.3,91
2020-03-21T23:00,5.31,5.88,22,0.2,94
2020-03-22T00:00,6.65,7.56,21,-0.2,100
2020-03-22T01:00,6.71,7.81,8,-2.0,100
2020-03-22T02:00,8.41,9.38,14,-3.4,100
2020-03-22T03:00,7.14,8.25,12,-3.0,100
2020-03-22T04:00,7.87,8.73,20,-2.0,93
2020-03-22T05:00,7.08,7.91,29,-2.3,84
2020-03-22T06:00,6.77,7.34,22,-1.6,82
2020-03-22T07:00,7.05,7.69,32,-0.3,85
2020-03-22T08:00,5.44,5.97,41,-0.7,91
2020-03-22T09:00,3.02,3.25,35,-0.9,91
2020-03-22T10:00,2.33,2.63,30,-0.4,94
2020-03-22T11:00,2.87,3.19,35,0.8,88
2020-03-22T12:00,3.17,3.36,27,2.8,95
2020-03-22T13:00,4.16,4.51,26,4.4,91
2020-03-22T14:00,4.61,5.10,22,6.7,89
2020-03-22T15:00,5.21,5.65,16,7.7,90
2020-03-22T16:00,3.64,3.90,28,7.4,94
2020-03-22T17:00,5.50,5.98,32,6.5,93
2020-03-22T18:00,5.34,5.71,23,4.8,88
2020-03-22T19:00,6.81,7.47,17,5.1,89
2020-03-22T20:00,7.25,7.98,13,4.8,88
2020-03-22T21:00,7.15,7.76,11,3.2,77
2020-03-22T22:00,5.02,5.48,14,1.9,88
2020-03-22T23:00,5.76,6.33,11,0.4,87
2020-03-23T00:00,6.32,7.05,14,-0.2,84
2020-03-23T01:00,5.53,6.10,11,-1.1,80
2020-03-23T02:00,6.87,7.55,11,-1.8,77
2020-03-23T03:00,5.69,6.49,18,-1.5,86
2020-03-23T04:00,3.65,4.08,20,-1.6,96
2020-03-23T05:00,6.72,7.13,13,-1.0,89
2020-03-23T06:00,4.95,5.50,13,-0.5,89
2020-03-23T07:00,4.42,4.96,13,0.6,91
2020-03-23T08:00,3.85,4.21,26,0.6,87
2020-03-23T09:00,4.76,5.04,22,1.6,96
2020-03-23T10:00,5.03,5.36,30,2.0,89
2020-03-23T11:00,6.51,6.74,22,1.6,92
2020-03-23T12:00,6.73,7.05,15,2.3,89
2020-03-23T13:00,5.91,6.45,14,2.2,92
2020-03-23T14:00,6.82,7.41,17,2.6,96
2020-03-23T15:00,4.97,5.61,12,2.7,95
2020-03-23T16:00,5.66,6.26,3,2.7,98
2020-03-23T17:00,5.41,5.86,8,2.8,86
2020-03-23T18:00,6.00,6.57,10,3.3,84
2020-03-23T19:00,7.44,8.01,4,3.1,84
2020-03-23T20:00,7.97,8.39,3,2.5,90
2020-03-23T21:00,6.23,6.74,357,1.5,91
2020-03-23T22:00,5.13,5.54,6,1.0,97
2020-03-23T23:00,6.58,6.96,1,-0.8,97
2020-03-24T00:00,7.37,7.94,2,-1.4,95
2020-03-24T01:00,5.52,5.70,1,-2.2,93
2020-03-24T02:00,5.70,6.18,356,-1.9,100
2020-03-24T03:00,6.95,7.50,4,-1.2,100
2020-03-24T04:00,6.98,7.15,4,-0.6,100
2020-03-24T05:00,6.75,7.36,1,0.3,93
2020-03-24T06:00,6.05,6.47,2,1.7,90
2020-03-24T07:00,7.34,7.91,6,1.0,89
2020-03-24T08:00,7.96,8.40,0,1.6,78
2020-03-24T09:00,8.31,8.73,2,2.4,84
2020-03-24T10:00,8.82,9.58,4,3.2,85
2020-03-24T11:00,8.28,8.89,0,4.1,83
2020-03-24T12:00,5.05,5.33,3,5.2,88
2020-03-24T13:00,3.80,4.01,5,5.2,84
2020-03-24T14:00,4.33,4.75,1,6.0,81
2020-03-24T15:00,3.98,4.43,10,5.3,76
2020-03-24T16:00,4.69,4.76,3,3.4,71
2020-03-24T17:00,5.16,5.65,5,3.0,78
2020-03-24T18:00,4.90,5.48,14,2.9,81
2020-03-24T19:00,4.74,4.90,23,2.8,77
2020-03-24T20:00,5.12,5.49,13,1.5,73
2020-03-24T21:00,4.53,4.75,16,0.7,82
2020-03-24T22:00,5.15,5.54,20,2.1,74
2020-03-24T23:00,4.78,5.22,15,-0.1,76
2020-03-25T00:00,2.67,2.99,15,-1.5,76
2020-03-25T01:00,2.79,3.19,11,-2.4,78
2020-03-25T02:00,2.54,2.84,9,-1.2,80
2020-03-25T03:00,4.40,4.89,21,-1.6,86
2020-03-25T04:00,5.20,5.75,24,-1.1,83
2020-03-25T05:00,5.55,6.19,33,-1.8,78
2020-03-25T06:00,5.20,6.00,42,-1.8,76
2020-03-25T07:00,5.39,5.93,37,-1.5,70
2020-03-25T08:00,4.48,5.01,23,-1.2,72
2020-03-25T09:00,3.38,3.73,32,0.2,72
2020-03-25T10:00,5.63,6.24,26,-0.1,66
2020-03-25T11:00,6.93,7.45,35,0.2,61
2020-03-25T12:00,5.63,6.28,27,0.9,66
2020-03-25T13:00,4.92,5.44,21,1.5,60
2020-03-25T14:00,3.75,3.97,35,2.1,59
2020-03-25T15:00,2.96,3.12,35,2.3,59
2020-03-25T16:00,3.60,3.71,61,2.3,70
2020-03-25T17:00,3.67,3.96,46,3.5,76
2020-03-25T18:00,4.26,4.53,56,2.5,77
2020-03-25T19:00,4.07,4.45,84,2.4,76
2020-03-25T20:00,5.24,5.99,92,1.6,79
2020-03-25T21:00,5.77,6.19,58,1.4,75
2020-03-25T22:00,5.86,6.60,42,-0.4,76
2020-03-25T23:00,5.46,5.97,47,-1.8,67
2020-03-26T00:00,6.84,7.69,44,-1.2,68
2020-03-26T01:00,7.18,7.84,36,-2.6,70
2020-03-26T02:00,7.92,8.85,44,-2.3,73
2020-03-26T03:00,6.46,7.54,36,-2.2,61
2020-03-26T04:00,5.89,6.50,45,-1.9,59
2020-03-26T05:00,4.96,5.47,39,-0.6,46
2020-03-26T06:00,4.92,5.60,32,-0.3,53
2020-03-26T07:00,3.43,3.79,51,0.1,56
2020-03-26T08:00,3.34,3.65,60,0.2,65
2020-03-26T09:00,5.32,5.92,203,1.3,70
2020-03-26T10:00,4.23,4.78,97,2.2,70
2020-03-26T11:00,3.74,4.25,45,4.0,67
2020-03-26T12:00,4.86,5.50,52,4.1,74
2020-03-26T13:00,3.71,4.10,51,5.0,69
2020-03-26T14:00,4.99,5.71,45,5.2,67
2020-03-26T15:00,3.64,4.13,39,4.7,69
2020-03-26T16:00,3.99,4.49,50,6.0,78
2020-03-26T17:00,5.21,5.94,78,5.5,85
2020-03-26T18:00,7.24,8.16,204,5.3,82
2020-03-26T19:00,7.30,8.16,206,4.4,86
2020-03-26T20:00,9.30,10.24,228,3.6,81
2020-03-26T21:00,9.61,11.16,228,2.5,77
2020-03-26T22:00,10.33,11.76,238,3.1,78
2020-03-26T23:00,9.47,10.49,221,2.4,76
2020-03-27T00:00,8.86,9.63,221,0.6,78
2020-03-27T01:00,7.51,8.14,216,-0.5,86
2020-03-27T02:00,7.18,8.16,71,-0.2,80
2020-03-27T03:00,10.13,10.94,210,-1.0,80
2020-03-27T04:00,12.15,13.27,218,-0.0,82
2020-03-27T05:00,10.78,11.73,227,1.2,90
2020-03-27T06:00,9.52,10.48,220,2.6,96
2020-03-27T07:00,7.79,8.48,227,3.6,91
2020-03-27T08:00,8.33,8.88,235,3.7,86
2020-03-27T09:00,9.48,10.42,241,5.1,88
2020-03-27T10:00,9.11,9.78,249,5.6,87
2020-03-27T11:00,9.36,10.24,241,5.7,81
2020-03-27T12:00,10.52,11.16,243,6.1,92
2020-03-27T13:00,7.09,7.58,248,7.0,94
2020-03-27T14:00,6.68,7.21,241,8.0,90
2020-03-27T15:00,5.55,6.09,242,8.9,88
2020-03-27T16:00,6.18,6.44,251,8.8,89
2020-03-27T17:00,6.54,6.93,259,8.3,90
2020-03-27T18:00,5.91,6.21,265,7.9,88
2020-03-27T19:00,6.16,6.51,256,7.8,85
2020-03-27T20:00,6.48,6.72,254,8.7,87
2020-03-27T21:00,7.32,7.78,252,6.9,87
2020-03-27T22:00,7.39,7.67,261,6.3,86
2020-03-27T23:00,8.45,8.99,257,5.6,85
2020-03-28T00:00,8.06,8.43,277,3.2,84
2020-03-28T01:00,8.27,9.04,270,2.9,82
2020-03-28T02:00,8.15,9.07,253,3.7,80
2020-03-28T03:00,7.54,8.47,257,2.8,78
2020-03-28T04:00,9.11,10.07,240,3.0,85
2020-03-28T05:00,10.99,11.70,254,2.3,80
2020-03-28T06:00,10.90,11.96,250,2.8,64
2020-03-28T07:00,9.46,9.97,242,2.8,69
2020-03-28T08:00,11.40,12.18,239,3.5,74
2020-03-28T09:00,10.36,11.31,232,4.1,73
2020-03-28T10:00,11.55,12.73,211,3.9,73
2020-03-28T11:00,11.20,12.58,200,5.5,62
2020-03-28T12:00,13.36,15.33,215,6.9,67
2020-03-28T13:00,13.86,14.62,176,6.6,73
2020-03-28T14:00,12.69,13.56,218,6.7,78
2020-03-28T15:00,12.90,13.54,170,6.9,86
2020-03-28T16:00,13.74,15.11,200,6.1,92
2020-03-28T17:00,12.92,14.27,201,4.2,93
2020-03-28T18:00,8.22,9.01,102,3.4,93
2020-03-28T19:00,10.08,10.98,55,2.5,78
2020-03-28T20:00,7.73,8.11,100,2.4,76
2020-03-28T21:00,9.51,10.06,83,1.0,75
2020-03-28T22:00,7.21,8.05,45,-0.4,76
2020-03-28T23:00,7.61,8.05,45,-1.8,72
2020-03-29T00:00,6.61,7.35,29,-4.1,78
2020-03-29T01:00,5.65,6.06,22,-4.3,76
2020-03-29T02:00,4.48,4.91,41,-3.9,71
2020-03-29T03:00,5.40,5.68,46,-3.9,71
2020-03-29T04:00,5.91,6.63,58,-3.2,64
2020-03-29T05:00,5.67,6.27,55,-3.1,66
2020-03-29T06:00,6.42,6.78,73,-2.6,70
2020-03-29T07:00,7.21,7.66,164,-2.2,62
2020-03-29T08:00,9.16,10.08,215,-2.2,66
2020-03-29T09:00,7.16,7.59,124,-1.3,62
2020-03-29T10:00,7.47,8.03,181,-1.0,60
2020-03-29T11:00,6.86,7.28,215,-0.4,61
2020-03-29T12:00,5.18,5.57,171,0.5,67
2020-03-29T13:00,4.14,4.44,184,1.0,78
2020-03-29T14:00,4.46,4.85,121,2.5,77
2020-03-29T15:00,4.32,4.65,74,2.1,67
2020-03-29T16:00,3.94,4.22,65,1.5,78
2020-03-29T17:00,3.77,4.21,44,1.2,91
2020-03-29T18:00,2.56,2.72,47,0.3,89
2020-03-29T19:00,2.80,3.12,39,-1.7,85
2020-03-29T20:00,3.60,3.80,51,-1.9,93
2020-03-29T21:00,2.86,3.00,47,-1.9,85
2020-03-29T22:00,4.92,5.17,53,-1.6,89
2020-03-29T23:00,4.18,4.77,27,-2.2,85
2020-03-30T00:00,3.36,3.53,46,-1.7,91
2020-03-30T01:00,3.26,3.51,39,-2.4,92
2020-03-30T02:00,3.79,4.29,35,-1.7,90
2020-03-30T03:00,4.42,4.76,14,-1.3,83
2020-03-30T04:00,3.22,3.70,24,-0.9,83
2020-03-30T05:00,3.06,3.40,15,-0.7,79
2020-03-30T06:00,1.97,2.06,25,0.8,78
2020-03-30T07:00,2.18,2.35,22,1.9,75
2020-03-30T08:00,3.34,3.73,11,2.0,76
2020-03-30T09:00,4.70,5.23,16,4.2,75
2020-03-30T10:00,5.57,6.23,16,3.5,83
2020-03-30T11:00,5.98,6.49,4,4.1,87
2020-03-30T12:00,7.60,8.35,14,5.6,95
2020-03-30T13:00,8.55,9.37,12,4.6,96
2020-03-30T14:00,7.04,7.90,3,4.5,100
2020-03-30T15:00,6.10,6.62,11,5.5,100
2020-03-30T16:00,7.43,8.02,10,6.5,100
2020-03-30T17:00,8.28,9.45,9,6.1,100
2020-03-30T18:00,8.63,9.69,2,4.7,100
2020-03-30T19:00,8.07,8.87,3,3.7,100
2020-03-30T20:00,7.54,8.44,6,4.1,98
2020-03-30T21:00,8.32,9.13,9,2.4,94
2020-03-30T22:00,8.59,9.31,10,1.8,95
2020-03-30T23:00,8.90,9.71,15,0.6,91
2020-03-31T00:00,6.83,7.61,20,-0.3,87
2020-03-31T01:00,5.42,6.14,21,-1.6,80
2020-03-31T02:00,3.82,4.17,21,-1.5,84
2020-03-31T03:00,3.69,4.08,27,-1.5,81
2020-03-31T04:00,2.96,3.39,28,-1.7,81
2020-03-31T05:00,3.33,3.82,22,-1.3,73
2020-03-31T06:00,3.92,4.43,42,-2.7,64
2020-03-31T07:00,2.70,2.91,50,-2.8,67
2020-03-31T08:00,3.20,3.38,53,-3.6,69
2020-03-31T09:00,4.30,4.95,56,-1.6,75
2020-03-31T10:00,3.22,3.58,40,0.4,73
2020-03-31T11:00,3.00,3.32,31,1.4,76
2020-03-31T12:00,4.57,5.21,29,2.2,78
2020-03-31T13:00,4.62,5.03,30,3.3,84
2020-03-31T14:00,4.93,5.35,21,4.5,81
2020-03-31T15:00,5.32,5.83,30,4.5,85
2020-03-31T16:00,4.89,5.38,30,3.0,90
2020-03-31T17:00,3.03,3.27,16,3.1,91
